"Kod","Nazwa","ludność na 1 km2,2024,[osoba]","gęstość zaludnienia powierzchni zabudowanej i zurbanizowanej (osoby/km2),2024,[osoba]","zmiana liczby ludności na 1000 mieszkańców,2024,[osoba]","ludność w tysiącach,2024,[tys. osób]","ludność w tysiącach mężczyźni,2024,[tys. osób]","ludność w tysiącach kobiety,2024,[tys. osób]","wskaźnik urbanizacji,2024,[%]",
0261011,"Jelenia Góra (1)",678.8,,-12.4,74.19,34.32,39.88,100.0,
0262000,"Powiat m. Legnica",1613.5,,-12.2,90.82,42.74,48.08,100.0,
0262011,"Legnica (1)",1613.5,,-12.2,90.82,42.74,48.08,100.0,
0264000,"Powiat m. Wrocław",2298.1,,-1.3,672.88,316.60,356.29,100.0,
0264011,"Wrocław (1)",2298.1,,-1.3,672.88,316.60,356.29,100.0,
0265000,"Powiat m. Wałbrzych od 2013",1166.1,,-15.4,98.75,46.26,52.49,100.0,
0265011,"Wałbrzych od 2013 (1)",1166.1,,-15.4,98.75,46.26,52.49,100.0,
0400000,"KUJAWSKO-POMORSKIE",110.4,1970,-5.8,1984.48,959.44,1025.04,57.9,
0401000,"Powiat aleksandrowski",111.8,,-7.0,53.09,25.82,27.27,43.7,
0401011,"Aleksandrów Kujawski (1)",1580.4,,-4.2,11.43,5.41,6.02,100.0,
0401021,"Ciechocinek (1)",654.3,,-13.3,10.02,4.56,5.46,100.0,
0401031,"Nieszawa (1)",178.8,,4.0,1.75,0.85,0.89,100.0,
0401042,"Aleksandrów Kujawski (2)",91.4,,-1.8,12.00,5.96,6.04,0.0,
0401052,"Bądkowo (2)",50.2,,-12.8,4.00,2.02,1.98,0.0,
0401062,"Koneck (2)",45.5,,-5.2,3.09,1.57,1.51,0.0,
0401072,"Raciążek (2)",95.2,,-9.5,3.13,1.63,1.50,0.0,
0401082,"Waganiec (2)",80.4,,-7.3,4.38,2.16,2.23,0.0,
0401092,"Zakrzewo (2)",43.4,,-13.5,3.30,1.67,1.63,0.0,
0402000,"Powiat brodnicki",74.4,,-5.7,77.35,38.36,38.99,42.6,
0402011,"Brodnica (1)",1206.9,,-8.9,27.94,13.41,14.53,100.0,
0402022,"Bobrowo (2)",41.0,,-8.8,5.99,3.07,2.92,0.0,
0402032,"Brodnica (2)",76.0,,13.8,9.63,4.86,4.78,0.0,
0402042,"Brzozie (2)",39.3,,-8.6,3.69,1.90,1.80,0.0,
0402053,"Górzno (3)",30.8,,-12.9,3.68,1.88,1.81,36.6,
0402054,"Górzno - miasto (4)",393.3,,-30.2,1.35,0.68,0.67,100.0,
0402055,"Górzno - obszar wiejski (5)",20.1,,-2.6,2.33,1.20,1.13,0.0,
0402062,"Bartniczka (2)",54.4,,-9.6,4.53,2.32,2.21,0.0,
0402073,"Jabłonowo Pomorskie (3)",61.9,,-9.3,8.34,4.11,4.23,43.6,
0402074,"Jabłonowo Pomorskie - miasto (4)",1085.1,,-3.6,3.64,1.74,1.90,100.0,
0402075,"Jabłonowo Pomorskie - obszar wiejski (5)",35.8,,-13.6,4.71,2.38,2.33,0.0,
0402082,"Osiek (2)",50.3,,-5.5,3.77,1.91,1.87,0.0,
0402092,"Świedziebnia (2)",46.7,,-8.4,4.84,2.44,2.40,0.0,
0402102,"Zbiczno (2)",36.8,,-2.0,4.92,2.47,2.45,0.0,
0403000,"Powiat bydgoski",91.8,,7.4,127.92,63.37,64.54,20.1,
0403012,"Białe Błota (2)",217.0,,14.4,26.53,13.12,13.41,0.0,
0403022,"Dąbrowa Chełmińska (2)",69.1,,2.0,8.64,4.35,4.29,0.0,
0403032,"Dobrcz (2)",99.5,,14.4,12.94,6.44,6.50,0.0,
0403043,"Koronowo (3)",56.1,,-9.2,23.08,11.49,11.59,45.9,
0403044,"Koronowo - miasto (4)",375.6,,-14.9,10.58,5.13,5.45,100.0,
0403045,"Koronowo - obszar wiejski (5)",32.6,,-4.3,12.50,6.36,6.14,0.0,
0403052,"Nowa Wieś Wielka (2)",70.6,,9.2,10.47,5.15,5.32,0.0,
0403062,"Osielsko (2)",186.8,,27.9,19.00,9.37,9.64,0.0,
0403072,"Sicienko (2)",61.2,,5.7,11.00,5.55,5.45,0.0,
0403083,"Solec Kujawski (3)",92.8,,-6.2,16.26,7.90,8.36,93.1,
0403084,"Solec Kujawski - miasto (4)",810.5,,-7.2,15.14,7.34,7.81,100.0,
0403085,"Solec Kujawski - obszar wiejski (5)",7.2,,7.2,1.12,0.57,0.55,0.0,
0404000,"Powiat chełmiński",92.4,,-8.3,48.72,23.79,24.93,36.6,
0404011,"Chełmno (1)",1314.7,,-12.5,17.83,8.43,9.40,100.0,
0404022,"Chełmno (2)",53.0,,-5.6,6.03,3.01,3.02,0.0,
0404032,"Kijewo Królewskie (2)",59.7,,-1.2,4.29,2.15,2.14,0.0,
0404042,"Lisewo (2)",55.9,,-8.4,4.83,2.42,2.40,0.0,
0404052,"Papowo Biskupie (2)",56.2,,-7.5,3.96,2.00,1.96,0.0,
0404062,"Stolno (2)",52.3,,-4.8,5.15,2.58,2.57,0.0,
0404072,"Unisław (2)",91.3,,-7.2,6.63,3.20,3.43,0.0,
0405000,"Powiat golubsko-dobrzyński",70.2,,-6.5,43.00,21.27,21.73,35.2,
0405011,"Golub-Dobrzyń (1)",1482.9,,-12.3,11.12,5.30,5.83,100.0,
0405022,"Ciechocin (2)",37.7,,-9.9,3.82,1.93,1.89,0.0,
0405032,"Golub-Dobrzyń (2)",44.9,,1.7,8.88,4.45,4.43,0.0,
0405043,"Kowalewo Pomorskie (3)",78.5,,-6.2,11.08,5.49,5.59,36.3,
0405044,"Kowalewo Pomorskie - miasto (4)",903.8,,-10.1,4.02,1.92,2.10,100.0,
0405045,"Kowalewo Pomorskie - obszar wiejski (5)",51.6,,-4.0,7.06,3.57,3.49,0.0,
0405052,"Radomin (2)",48.4,,-8.4,3.91,1.96,1.95,0.0,
0405062,"Zbójno (2)",49.6,,-3.8,4.18,2.14,2.04,0.0,
0406000,"Powiat grudziądzki",53.7,,-0.4,39.12,19.59,19.53,12.2,
0406012,"Grudziądz (2)",83.6,,13.8,13.91,6.94,6.97,0.0,
0406022,"Gruta (2)",48.3,,-4.7,5.98,3.00,2.98,0.0,
0406033,"Łasin (3)",53.0,,-12.8,7.23,3.60,3.63,41.6,
0406034,"Łasin - miasto (4)",627.1,,-18.3,3.00,1.43,1.58,100.0,
0406035,"Łasin - obszar wiejski (5)",32.1,,-8.9,4.22,2.17,2.06,0.0,
0406043,"Radzyń Chełmiński (3)",48.2,,-5.9,4.39,2.17,2.22,40.2,
0406044,"Radzyń Chełmiński - miasto (4)",990.4,,-17.8,1.76,0.85,0.91,100.0,
0406045,"Radzyń Chełmiński - obszar wiejski (5)",29.4,,2.3,2.63,1.32,1.31,0.0,
0406052,"Rogóźno (2)",34.2,,1.3,3.97,2.02,1.96,0.0,
0406062,"Świecie nad Osą (2)",38.5,,-16.2,3.65,1.87,1.78,0.0,
0407000,"Powiat inowrocławski",121.6,,-10.3,149.00,71.78,77.22,63.9,
0407011,"Inowrocław (1)",2187.5,,-12.4,66.54,31.12,35.43,100.0,
0407022,"Dąbrowa Biskupia (2)",33.4,,1.2,4.91,2.42,2.49,0.0,
0407033,"Gniewkowo (3)",75.0,,-8.5,13.47,6.67,6.80,49.2,
0407034,"Gniewkowo - miasto (4)",721.2,,-8.4,6.62,3.19,3.43,100.0,
0407035,"Gniewkowo - obszar wiejski (5)",40.2,,-8.6,6.85,3.48,3.36,0.0,
0407042,"Inowrocław (2)",69.6,,-3.5,11.95,5.94,6.01,0.0,
0407053,"Janikowo (3)",133.8,,-10.5,12.30,5.99,6.31,65.4,
0407054,"Janikowo - miasto (4)",845.5,,-11.7,8.04,3.84,4.20,100.0,
0407055,"Janikowo - obszar wiejski (5)",51.7,,-8.2,4.26,2.15,2.11,0.0,
0407063,"Kruszwica (3)",66.9,,-14.4,17.57,8.57,9.00,51.1,
0407064,"Kruszwica - miasto (4)",877.6,,-9.2,8.99,4.23,4.76,100.0,
0407065,"Kruszwica - obszar wiejski (5)",34.0,,-19.8,8.58,4.34,4.24,0.0,
0407073,"Pakość (3)",104.9,,-9.8,9.08,4.44,4.64,56.0,
0407074,"Pakość - miasto (4)",1477.3,,-10.5,5.08,2.46,2.63,100.0,
0407075,"Pakość - obszar wiejski (5)",48.1,,-8.9,3.99,1.98,2.01,0.0,
0407082,"Rojewo (2)",36.7,,-14.2,4.39,2.24,2.15,0.0,
0407092,"Złotniki Kujawskie (2)",64.9,,-3.4,8.80,4.40,4.40,0.0,
0408000,"Powiat lipnowski",61.0,,-8.3,62.06,30.80,31.26,35.0,
0408011,"Lipno (1)",1204.8,,-9.5,13.25,6.31,6.94,100.0,
0408023,"Bobrowniki (3)",31.1,,0.0,2.97,1.49,1.48,38.4,
0408024,"Bobrowniki - miasto (4)",193.7,,0.0,1.14,0.56,0.58,100.0,
0408025,"Bobrowniki - obszar wiejski (5)",20.4,,0.0,1.83,0.93,0.90,0.0,
0408032,"Chrostkowo (2)",37.1,,-13.3,2.75,1.38,1.37,0.0,
0408043,"Dobrzyń nad Wisłą (3)",60.5,,-6.9,7.03,3.52,3.51,27.7,
0408044,"Dobrzyń nad Wisłą - miasto (4)",298.0,,-8.2,1.95,0.97,0.98,100.0,
0408045,"Dobrzyń nad Wisłą - obszar wiejski (5)",46.4,,-6.5,5.08,2.55,2.53,0.0,
0408053,"Kikół (3)",66.9,,0.0,6.58,3.35,3.23,30.6,
0408054,"Kikół - miasto (4)",502.2,,0.0,2.01,1.00,1.02,100.0,
0408055,"Kikół - obszar wiejski (5)",48.4,,0.0,4.57,2.35,2.22,0.0,
0408062,"Lipno (2)",54.6,,-6.3,11.47,5.77,5.70,0.0,
0408073,"Skępe (3)",39.0,,-12.0,6.98,3.48,3.50,48.4,
0408074,"Skępe - miasto (4)",451.7,,-10.5,3.38,1.62,1.76,100.0,
0408075,"Skępe - obszar wiejski (5)",21.0,,-13.4,3.60,1.86,1.74,0.0,
0408082,"Tłuchowo (2)",44.2,,-11.5,4.39,2.17,2.23,0.0,
0408092,"Wielgie (2)",49.7,,-2.4,6.64,3.34,3.30,0.0,
0409000,"Powiat mogileński",64.0,,-8.4,43.21,21.17,22.04,37.0,
0409012,"Dąbrowa (2)",38.8,,-14.3,4.28,2.15,2.13,0.0,
0409022,"Jeziora Wielkie (2)",36.1,,-10.1,4.51,2.17,2.34,0.0,
0409033,"Mogilno (3)",92.4,,-6.1,23.67,11.61,12.06,45.7,
0409034,"Mogilno - miasto (4)",1300.5,,-13.9,10.82,5.12,5.70,100.0,
0409035,"Mogilno - obszar wiejski (5)",51.8,,0.5,12.85,6.49,6.36,0.0,
0409043,"Strzelno (3)",58.5,,-10.5,10.75,5.23,5.51,48.0,
0409044,"Strzelno - miasto (4)",1156.1,,-14.2,5.16,2.46,2.70,100.0,
0409045,"Strzelno - obszar wiejski (5)",31.2,,-7.1,5.59,2.78,2.81,0.0,
0410000,"Powiat nakielski",73.6,,-5.3,82.44,40.83,41.60,41.8,
0410013,"Kcynia (3)",40.5,,-11.8,12.02,6.04,5.98,35.0,
0410014,"Kcynia - miasto (4)",614.9,,-7.6,4.21,2.05,2.16,100.0,
0410015,"Kcynia - obszar wiejski (5)",26.9,,-14.0,7.81,3.99,3.82,0.0,
0410023,"Mrocza (3)",58.2,,-10.9,8.76,4.45,4.31,46.5,
0410024,"Mrocza - miasto (4)",812.8,,-13.8,4.07,2.04,2.03,100.0,
0410025,"Mrocza - obszar wiejski (5)",32.2,,-8.3,4.68,2.41,2.27,0.0,
0410033,"Nakło nad Notecią (3)",157.9,,-8.3,29.53,14.40,15.13,57.1,
0410034,"Nakło nad Notecią - miasto (4)",1557.1,,-9.1,16.85,8.09,8.76,100.0,
0410035,"Nakło nad Notecią - obszar wiejski (5)",72.0,,-7.4,12.68,6.31,6.37,0.0,
0410042,"Sadki (2)",44.9,,-2.9,6.90,3.45,3.45,0.0,
0410053,"Szubin (3)",75.9,,2.7,25.23,12.49,12.74,37.0,
0410054,"Szubin - miasto (4)",1222.0,,-5.7,9.35,4.52,4.83,100.0,
0410055,"Szubin - obszar wiejski (5)",48.9,,7.7,15.89,7.97,7.91,0.0,
0411000,"Powiat radziejowski",61.5,,-12.7,37.33,18.44,18.89,24.5,
0411011,"Radziejów (1)",875.7,,-14.2,4.98,2.37,2.62,100.0,
0411022,"Bytoń (2)",44.4,,-19.0,3.26,1.61,1.65,0.0,
0411032,"Dobre (2)",68.4,,-7.4,4.84,2.40,2.44,0.0,
0411042,"Osięciny (2)",57.5,,-14.8,7.07,3.49,3.59,0.0,
0411053,"Piotrków Kujawski (3)",61.4,,-11.9,8.52,4.22,4.30,48.7,
0411054,"Piotrków Kujawski - miasto (4)",425.3,,-9.1,4.15,1.99,2.15,100.0,
0411055,"Piotrków Kujawski - obszar wiejski (5)",33.9,,-14.7,4.37,2.22,2.15,0.0,
0411062,"Radziejów (2)",45.4,,-13.8,4.21,2.09,2.12,0.0,
0411072,"Topólka (2)",43.2,,-9.4,4.45,2.27,2.17,0.0,
0412000,"Powiat rypiński",69.5,,-9.4,40.80,20.11,20.69,37.3,
0412011,"Rypin (1)",1388.2,,-10.7,15.22,7.22,7.99,100.0,
0412022,"Brzuze (2)",55.7,,-7.8,4.81,2.45,2.36,0.0,
0412032,"Rogowo (2)",32.5,,-11.3,4.55,2.28,2.27,0.0,
0412042,"Rypin (2)",55.1,,1.4,7.28,3.70,3.58,0.0,
0412052,"Skrwilno (2)",42.7,,-19.7,5.29,2.64,2.65,0.0,
0412062,"Wąpielsk (2)",39.1,,-10.0,3.65,1.81,1.84,0.0,
0413000,"Powiat sępoleński",48.8,,-5.0,38.63,19.26,19.38,42.9,
0413013,"Kamień Krajeński (3)",39.6,,-4.9,6.46,3.23,3.23,35.8,
0413014,"Kamień Krajeński - miasto (4)",633.4,,-3.9,2.31,1.14,1.17,100.0,
0413015,"Kamień Krajeński - obszar wiejski (5)",26.0,,-5.5,4.15,2.09,2.06,0.0,
0413023,"Sępólno Krajeńskie (3)",65.5,,-3.9,15.00,7.33,7.66,57.8,
0413024,"Sępólno Krajeńskie - miasto (4)",1320.6,,-6.5,8.66,4.10,4.56,100.0,
0413025,"Sępólno Krajeńskie - obszar wiejski (5)",28.5,,-0.2,6.33,3.23,3.11,0.0,
0413032,"Sośno (2)",27.2,,-12.3,4.42,2.28,2.14,0.0,
0413043,"Więcbork (3)",54.1,,-3.8,12.76,6.41,6.35,43.9,
0413044,"Więcbork - miasto (4)",1298.8,,-3.7,5.60,2.70,2.90,100.0,
0413045,"Więcbork - obszar wiejski (5)",30.9,,-3.8,7.16,3.71,3.45,0.0,
0414000,"Powiat świecki",64.0,,-5.0,94.36,46.35,48.01,34.9,
0414012,"Bukowiec (2)",43.7,,-5.3,4.84,2.43,2.42,0.0,
0414022,"Dragacz (2)",60.7,,-7.0,6.79,3.36,3.43,0.0,
0414032,"Drzycim (2)",43.9,,-6.1,4.76,2.47,2.29,0.0,
0414042,"Jeżewo (2)",49.0,,-6.9,7.64,3.83,3.81,0.0,
0414052,"Lniano (2)",45.8,,-4.2,4.05,2.00,2.04,0.0,
0414063,"Nowe (3)",89.5,,-9.9,9.54,4.67,4.87,56.2,
0414064,"Nowe - miasto (4)",1541.4,,-9.1,5.36,2.57,2.80,100.0,
0414065,"Nowe - obszar wiejski (5)",40.5,,-10.9,4.18,2.11,2.07,0.0,
0414072,"Osie (2)",25.7,,0.2,5.39,2.69,2.70,0.0,
0414083,"Pruszcz (3)",64.6,,-1.7,9.16,4.55,4.61,30.7,
0414084,"Pruszcz - miasto (4)",398.2,,18.9,2.81,1.38,1.43,100.0,
0414085,"Pruszcz - obszar wiejski (5)",47.1,,-10.6,6.34,3.17,3.18,0.0,
0414093,"Świecie (3)",186.7,,-4.3,32.67,15.58,17.08,75.7,
0414094,"Świecie - miasto (4)",1499.6,,-4.0,24.74,11.70,13.04,100.0,
0414095,"Świecie - obszar wiejski (5)",50.0,,-5.4,7.92,3.88,4.04,0.0,
0414102,"Świekatowo (2)",54.3,,-5.7,3.51,1.79,1.72,0.0,
0414112,"Warlubie (2)",29.9,,-4.8,6.02,2.99,3.03,0.0,
0415000,"Powiat toruński",93.4,,5.7,114.96,57.01,57.95,11.8,
0415011,"Chełmża (1)",1726.5,,-11.3,13.54,6.53,7.01,100.0,
0415022,"Chełmża (2)",52.5,,-7.1,9.40,4.72,4.68,0.0,
0415032,"Czernikowo (2)",52.0,,-2.8,8.84,4.37,4.47,0.0,
0415042,"Lubicz (2)",201.5,,2.8,21.31,10.54,10.77,0.0,
0415052,"Łubianka (2)",97.6,,23.2,8.25,4.09,4.16,0.0,
0415062,"Łysomice (2)",86.9,,4.3,11.03,5.51,5.53,0.0,
0415072,"Obrowo (2)",129.2,,15.6,20.97,10.48,10.49,0.0,
0415082,"Wielka Nieszawka (2)",24.2,,3.7,5.23,2.59,2.64,0.0,
0415092,"Zławieś Wielka (2)",92.2,,16.5,16.40,8.19,8.21,0.0,
0416000,"Powiat tucholski",43.5,,-3.3,46.76,23.29,23.48,27.5,
0416012,"Cekcyn (2)",26.9,,1.8,6.80,3.36,3.44,0.0,
0416022,"Gostycyn (2)",35.9,,-2.5,4.88,2.44,2.43,0.0,
0416032,"Kęsowo (2)",38.6,,0.7,4.22,2.15,2.08,0.0,
0416042,"Lubiewo (2)",35.7,,-0.2,5.82,2.98,2.84,0.0,
0416052,"Śliwice (2)",32.1,,-1.3,5.61,2.85,2.76,0.0,
0416063,"Tuchola (3)",81.1,,-7.6,19.44,9.51,9.93,66.1,
0416064,"Tuchola - miasto (4)",726.0,,-9.7,12.84,6.18,6.67,100.0,
0416065,"Tuchola - obszar wiejski (5)",29.7,,-3.5,6.60,3.33,3.27,0.0,
0417000,"Powiat wąbrzeski",64.2,,-8.2,32.16,15.80,16.36,39.7,
0417011,"Wąbrzeźno (1)",1495.3,,-10.6,12.76,6.06,6.70,100.0,
0417022,"Dębowa Łąka (2)",34.3,,3.1,2.95,1.48,1.47,0.0,
0417032,"Książki (2)",43.2,,-10.4,3.73,1.83,1.90,0.0,
0417042,"Płużnica (2)",37.3,,-11.1,4.45,2.24,2.21,0.0,
0417052,"Ryńsk (2)",41.2,,-5.8,8.28,4.19,4.09,0.0,
0418000,"Powiat włocławski",55.4,,-6.8,81.59,40.38,41.21,19.3,
0418011,"Kowal (1)",693.4,,-10.1,3.25,1.60,1.64,100.0,
0418022,"Baruchowo (2)",30.6,,-7.0,3.27,1.64,1.63,0.0,
0418032,"Boniewo (2)",40.3,,-12.9,3.13,1.57,1.56,0.0,
0418043,"Brześć Kujawski (3)",73.0,,0.8,11.01,5.40,5.61,41.0,
0418044,"Brześć Kujawski - miasto (4)",641.1,,-2.7,4.51,2.16,2.35,100.0,
0418045,"Brześć Kujawski - obszar wiejski (5)",45.2,,3.2,6.50,3.24,3.26,0.0,
0418052,"Choceń (2)",75.0,,-14.3,7.50,3.77,3.73,0.0,
0418063,"Chodecz (3)",43.9,,-15.5,5.35,2.64,2.71,31.3,
0418064,"Chodecz - miasto (4)",882.1,,-17.0,1.68,0.78,0.90,100.0,
0418065,"Chodecz - obszar wiejski (5)",30.6,,-14.7,3.68,1.87,1.81,0.0,
0418072,"Fabianki (2)",136.3,,9.4,10.34,5.11,5.23,0.0,
0418083,"Izbica Kujawska (3)",53.6,,-12.1,7.08,3.43,3.65,34.1,
0418084,"Izbica Kujawska - miasto (4)",1076.8,,-19.5,2.41,1.15,1.26,100.0,
0418085,"Izbica Kujawska - obszar wiejski (5)",35.9,,-8.3,4.67,2.28,2.39,0.0,
0418092,"Kowal (2)",33.5,,-3.6,3.84,1.94,1.90,0.0,
0418102,"Lubanie (2)",61.9,,-3.5,4.30,2.12,2.18,0.0,
0418113,"Lubień Kujawski (3)",43.9,,-18.1,6.63,3.29,3.34,19.4,
0418114,"Lubień Kujawski - miasto (4)",545.3,,-15.3,1.29,0.60,0.69,100.0,
0418115,"Lubień Kujawski - obszar wiejski (5)",36.0,,-18.7,5.34,2.69,2.66,0.0,
0418123,"Lubraniec (3)",57.2,,-21.4,8.46,4.12,4.34,31.0,
0418124,"Lubraniec - miasto (4)",1342.6,,-28.9,2.62,1.24,1.38,100.0,
0418125,"Lubraniec - obszar wiejski (5)",40.0,,-18.0,5.84,2.89,2.96,0.0,
0418132,"Włocławek (2)",34.0,,6.5,7.44,3.75,3.69,0.0,
0419000,"Powiat żniński",68.1,,-6.8,67.08,32.98,34.10,43.2,
0419013,"Barcin (3)",116.2,,-7.2,14.04,6.82,7.23,48.6,
0419014,"Barcin - miasto (4)",1844.3,,-14.7,6.82,3.23,3.60,100.0,
0419015,"Barcin - obszar wiejski (5)",61.6,,0.0,7.22,3.59,3.63,0.0,
0419023,"Gąsawa (3)",35.9,,0.0,4.88,2.47,2.41,29.0,
0419024,"Gąsawa - miasto (4)",203.9,,0.0,1.41,0.69,0.72,100.0,
0419025,"Gąsawa - obszar wiejski (5)",26.9,,0.0,3.47,1.78,1.69,0.0,
0419033,"Janowiec Wielkopolski (3)",64.1,,-9.2,8.38,4.11,4.27,43.2,
0419034,"Janowiec Wielkopolski - miasto (4)",1190.1,,-15.5,3.62,1.74,1.88,100.0,
0419035,"Janowiec Wielkopolski - obszar wiejski (5)",37.3,,-4.4,4.76,2.37,2.39,0.0,
0419043,"Łabiszyn (3)",63.8,,5.5,10.64,5.27,5.37,40.4,
0419044,"Łabiszyn - miasto (4)",1487.9,,-12.0,4.30,2.07,2.24,100.0,
0419045,"Łabiszyn - obszar wiejski (5)",38.7,,17.7,6.34,3.21,3.14,0.0,
0419052,"Rogowo (2)",36.6,,-7.7,6.55,3.20,3.34,0.0,
0419063,"Żnin (3)",89.8,,-10.2,22.59,11.11,11.48,56.8,
0419064,"Żnin - miasto (4)",1536.6,,-16.0,12.83,6.15,6.68,100.0,
0419065,"Żnin - obszar wiejski (5)",40.1,,-2.4,9.76,4.96,4.80,0.0,
0461000,"Powiat m. Bydgoszcz",1841.6,,-7.3,324.04,151.21,172.83,100.0,
0461011,"Bydgoszcz (1)",1841.6,,-7.3,324.04,151.21,172.83,100.0,
0462000,"Powiat m. Grudziądz",1518.3,,-10.9,87.70,41.55,46.15,100.0,
0462011,"Grudziądz (1)",1518.3,,-10.9,87.70,41.55,46.15,100.0,
0463000,"Powiat m. Toruń",1674.0,,-5.4,193.72,89.99,103.73,100.0,
0463011,"Toruń (1)",1674.0,,-5.4,193.72,89.99,103.73,100.0,
0464000,"Powiat m. Włocławek",1169.0,,-13.2,99.47,46.29,53.19,100.0,
0464011,"Włocławek (1)",1169.0,,-13.2,99.47,46.29,53.19,100.0,
0600000,"LUBELSKIE",79.5,1870,-7.3,1996.44,966.13,1030.31,46.2,
0601000,"Powiat bialski",37.8,,-7.1,104.11,51.99,52.12,21.5,
0601011,"Międzyrzec Podlaski (1)",760.4,,-10.3,15.23,7.39,7.85,100.0,
0601021,"Terespol (1)",499.9,,-13.1,5.05,2.42,2.64,100.0,
0601032,"Biała Podlaska (2)",48.0,,12.4,15.62,7.89,7.73,0.0,
0601042,"Drelów (2)",21.9,,-12.8,5.01,2.52,2.49,0.0,
0601052,"Janów Podlaski (2)",35.7,,-3.9,4.85,2.49,2.35,0.0,
0601062,"Kodeń (2)",21.2,,-12.6,3.20,1.60,1.60,0.0,
0601072,"Konstantynów (2)",42.8,,-10.4,3.72,1.86,1.86,0.0,
0601082,"Leśna Podlaska (2)",41.2,,-11.0,4.05,2.04,2.01,0.0,
0601092,"Łomazy (2)",22.8,,-9.0,4.52,2.27,2.25,0.0,
0601102,"Międzyrzec Podlaski (2)",39.2,,-2.4,10.22,5.19,5.03,0.0,
0601113,"Piszczac (3)",38.8,,0.0,6.60,3.22,3.38,31.4,
0601114,"Piszczac - miasto (4)",628.2,,0.0,2.07,1.00,1.07,100.0,
0601115,"Piszczac - obszar wiejski (5)",27.1,,0.0,4.53,2.21,2.31,0.0,
0601122,"Rokitno (2)",18.9,,-17.7,2.67,1.36,1.30,0.0,
0601132,"Rossosz (2)",26.8,,-2.9,2.05,1.02,1.03,0.0,
0601142,"Sławatycze (2)",30.8,,-14.7,2.21,1.10,1.11,0.0,
0601152,"Sosnówka (2)",14.0,,-21.2,2.08,1.06,1.02,0.0,
0601162,"Terespol (2)",41.9,,-7.5,5.93,3.01,2.92,0.0,
0601172,"Tuczna (2)",16.0,,-13.5,2.71,1.33,1.38,0.0,
0601182,"Wisznice (2)",25.5,,-14.1,4.42,2.16,2.25,0.0,
0601192,"Zalesie (2)",27.1,,-13.1,3.98,2.06,1.93,0.0,
0602000,"Powiat biłgorajski",56.6,,-9.8,95.22,46.84,48.38,34.6,
0602011,"Biłgoraj (1)",1163.2,,-9.1,24.54,11.58,12.97,100.0,
0602022,"Aleksandrów (2)",57.9,,-8.8,3.14,1.60,1.54,0.0,
0602032,"Biłgoraj (2)",51.3,,-4.1,13.47,6.80,6.67,0.0,
0602042,"Biszcza (2)",34.6,,-3.8,3.68,1.86,1.82,0.0,
0602053,"Frampol (3)",51.9,,-8.0,5.59,2.75,2.84,23.6,
0602054,"Frampol - miasto (4)",282.7,,-7.5,1.32,0.65,0.67,100.0,
0602055,"Frampol - obszar wiejski (5)",41.4,,-8.1,4.27,2.11,2.16,0.0,
0602063,"Goraj (3)",56.3,,-14.7,3.82,1.89,1.93,23.1,
0602064,"Goraj - miasto (4)",115.7,,-13.4,0.88,0.43,0.45,100.0,
0602065,"Goraj - obszar wiejski (5)",48.7,,-15.1,2.94,1.46,1.48,0.0,
0602073,"Józefów (3)",49.6,,-12.0,6.28,3.08,3.20,36.4,
0602074,"Józefów - miasto (4)",457.2,,-14.2,2.29,1.12,1.16,100.0,
0602075,"Józefów - obszar wiejski (5)",32.9,,-10.7,3.99,1.95,2.04,0.0,
0602082,"Księżpol (2)",47.1,,-7.8,6.65,3.34,3.31,0.0,
0602092,"Łukowa (2)",26.0,,-20.5,3.86,1.91,1.95,0.0,
0602102,"Obsza (2)",35.2,,-6.5,3.99,2.03,1.96,0.0,
0602112,"Potok Górny (2)",44.2,,-17.4,4.91,2.45,2.46,0.0,
0602123,"Tarnogród (3)",53.6,,-12.0,6.12,3.05,3.07,50.3,
0602124,"Tarnogród - miasto (4)",288.1,,-9.3,3.08,1.50,1.58,100.0,
0602125,"Tarnogród - obszar wiejski (5)",29.4,,-14.6,3.04,1.55,1.49,0.0,
0602132,"Tereszpol (2)",26.2,,-10.8,3.77,1.89,1.88,0.0,
0602143,"Turobin (3)",33.3,,0.0,5.41,2.61,2.80,14.7,
0602144,"Turobin - miasto (4)",498.1,,0.0,0.80,0.39,0.41,100.0,
0602145,"Turobin - obszar wiejski (5)",28.7,,0.0,4.61,2.22,2.39,0.0,
0603000,"Powiat chełmski",38.9,,-8.0,73.12,36.31,36.81,9.9,
0603011,"Rejowiec Fabryczny (1)",277.5,,-10.0,3.96,1.93,2.04,100.0,
0603022,"Białopole (2)",27.1,,-6.0,2.81,1.40,1.41,0.0,
0603032,"Chełm (2)",69.5,,-1.0,15.27,7.61,7.67,0.0,
0603042,"Dorohusk (2)",29.9,,-8.9,5.76,2.88,2.88,0.0,
0603052,"Dubienka (2)",21.0,,-34.0,2.02,0.99,1.03,0.0,
0603062,"Kamień (2)",41.5,,-12.3,4.02,2.00,2.03,0.0,
0603072,"Leśniowice (2)",27.5,,-14.6,3.23,1.59,1.65,0.0,
0603082,"Rejowiec Fabryczny (2)",44.1,,-17.0,3.87,1.90,1.97,0.0,
0603092,"Ruda-Huta (2)",36.3,,-3.2,4.08,2.04,2.04,0.0,
0603102,"Sawin (2)",27.1,,-7.0,5.08,2.57,2.51,0.0,
0603113,"Siedliszcze (3)",41.3,,0.3,6.36,3.14,3.22,20.6,
